date,region,segment,product_line,revenue,orders,customers,review_score,cancellations,delivery_time_days,returning_customer
2026-06-12,APAC,Mid-Market,Analytics,13884.57,1,2,3.4,0,3.0,1
2026-08-03,Europe,SMB,Analytics,13470.13,2,3,2.6,0,2.8,0
2026-06-23,Europe,SMB,Platform,3497.6,7,5,2.6,0,6.2,0
2026-02-27,APAC,Enterprise,Operations,4159.66,5,3,3.6,1,10.4,1
2026-03-19,APAC,Mid-Market,Platform,10319.34,10,4,4.0,0,6.6,1
2026-05-04,Europe,Enterprise,Analytics,1425.64,5,3,4.7,1,8.2,1
2026-08-19,LATAM,Mid-Market,AI Suite,1323.23,10,4,4.2,5,2.5,0
2026-08-21,LATAM,SMB,AI Suite,6569.2,7,1,4.0,1,4.8,0
2026-05-10,Europe,SMB,AI Suite,4852.83,3,5,3.0,0,6.2,1
2026-06-17,APAC,Mid-Market,AI Suite,1794.85,6,2,4.4,2,5.6,1
2026-04-29,LATAM,Enterprise,Platform,12842.6,8,1,4.7,4,7.4,0
2026-08-11,APAC,Mid-Market,Operations,10370.12,9,3,3.5,1,2.5,0
2026-02-06,North America,Mid-Market,AI Suite,5087.56,3,1,3.7,0,4.4,0
2026-02-23,Europe,SMB,Operations,11537.3,3,5,4.4,1,9.6,0
2026-06-12,North America,Mid-Market,Analytics,6726.44,7,4,3.5,0,6.9,1
2026-01-05,LATAM,SMB,AI Suite,10312.85,4,2,4.2,1,4.4,0
2026-02-12,LATAM,SMB,Analytics,1446.66,1,3,4.9,0,9.0,1
2026-03-29,North America,Enterprise,Analytics,14944.01,8,3,4.4,1,11.4,1
2026-07-06,LATAM,SMB,AI Suite,14780.75,4,1,4.0,0,2.4,0
2026-07-17,North America,SMB,Platform,8253.63,1,5,5.0,0,8.2,0
2026-04-17,APAC,Mid-Market,Platform,6942.56,2,5,3.1,0,3.3,0
2026-06-19,North America,Mid-Market,Platform,8044.48,10,5,4.3,3,10.1,0
2026-07-20,APAC,SMB,Operations,2040.82,4,5,3.0,1,10.1,0
2026-03-17,North America,SMB,Platform,2825.42,9,4,4.8,3,4.6,0
2026-08-21,North America,Mid-Market,Analytics,2101.25,10,4,2.9,0,9.6,0
2026-04-27,APAC,Mid-Market,AI Suite,14835.66,5,3,3.7,0,9.9,0
2026-04-20,APAC,Mid-Market,Operations,11208.83,2,1,2.5,0,8.3,0
2026-06-09,LATAM,Mid-Market,Operations,4390.49,2,3,4.5,0,2.3,1
2026-06-26,North America,Mid-Market,Operations,12834.74,7,2,2.8,0,11.8,0
2026-07-25,LATAM,Mid-Market,Platform,8749.68,8,2,4.0,2,7.7,0
2026-08-16,APAC,SMB,Platform,6463.62,1,1,3.2,0,1.1,0
2026-04-21,North America,Enterprise,Analytics,10094.84,4,4,3.4,2,8.1,0
2026-05-10,APAC,Enterprise,Analytics,12808.26,8,2,2.7,3,4.5,1
2026-05-21,North America,Mid-Market,Operations,9828.1,7,2,2.7,3,9.8,1
2026-03-22,North America,SMB,AI Suite,2221.25,8,1,2.8,3,1.4,0
2026-08-16,LATAM,Mid-Market,Operations,7870.9,4,4,4.9,1,10.1,0
2026-07-03,APAC,SMB,AI Suite,10028.92,8,1,2.7,1,1.0,1
2026-06-29,Europe,Enterprise,Operations,2041.67,3,4,2.9,1,2.2,0
2026-02-25,LATAM,Mid-Market,Analytics,7127.17,4,3,2.8,1,1.5,0
2026-05-08,Europe,SMB,Analytics,562.9,1,5,4.8,0,11.2,0
2026-01-27,Europe,Mid-Market,Operations,6117.38,10,5,4.7,4,10.7,1
2026-03-29,APAC,SMB,Analytics,14572.13,8,2,2.8,4,8.7,1
2026-02-21,APAC,SMB,Platform,3540.83,5,3,4.8,0,11.8,0
2026-07-14,LATAM,Enterprise,Platform,5607.45,8,5,3.9,3,8.4,1
2026-01-07,Europe,Enterprise,AI Suite,6022.62,1,1,3.0,0,11.8,1
2026-02-22,LATAM,Enterprise,AI Suite,11427.11,1,3,4.5,0,7.8,0
2026-06-27,North America,SMB,AI Suite,10135.16,7,4,3.5,2,11.6,0
2026-02-21,Europe,Mid-Market,Operations,9498.14,8,2,4.8,2,9.3,0
2026-02-15,APAC,SMB,AI Suite,14760.07,2,2,4.9,0,5.1,1
2026-02-03,Europe,Mid-Market,Platform,2833.47,5,1,3.3,2,11.3,0
2026-07-18,APAC,SMB,Analytics,14019.54,10,3,3.7,4,7.1,0
2026-02-17,Europe,Enterprise,AI Suite,8048.79,9,2,3.5,4,5.4,1
2026-03-26,North America,SMB,AI Suite,5731.57,4,5,3.8,2,10.1,0
2026-04-25,LATAM,Enterprise,Operations,3985.04,10,5,3.1,0,8.5,1
2026-03-07,LATAM,Enterprise,AI Suite,8333.44,5,1,4.8,1,6.7,1
2026-08-18,North America,Enterprise,Analytics,9947.16,6,5,2.7,0,2.8,0
2026-08-10,Europe,Enterprise,Operations,10438.38,2,2,3.8,1,8.1,0
2026-07-03,APAC,Mid-Market,Operations,5309.87,2,1,2.6,1,7.1,0
2026-04-26,North America,SMB,Platform,9638.15,7,3,2.5,0,6.9,0
2026-04-02,LATAM,Mid-Market,Operations,13956.69,2,3,4.5,1,7.7,1
2026-07-30,Europe,Mid-Market,AI Suite,10080.49,8,2,3.8,1,9.2,1
2026-01-03,North America,Mid-Market,Analytics,8526.1,9,2,2.8,0,7.3,1
2026-07-11,APAC,Enterprise,Platform,11250.74,6,2,3.5,1,2.8,0
2026-02-16,APAC,SMB,Platform,10229.18,10,1,4.6,4,6.1,0
2026-03-06,North America,Mid-Market,Platform,1923.93,10,4,4.9,2,2.4,0
2026-08-19,APAC,Mid-Market,Operations,3305.73,8,4,3.3,2,8.6,0
2026-02-13,Europe,SMB,AI Suite,570.06,4,2,4.3,2,5.8,1
2026-08-13,North America,Mid-Market,Analytics,7459.33,8,3,4.4,3,7.1,0
2026-08-17,LATAM,SMB,Analytics,8309.96,5,1,4.3,0,10.3,0
2026-08-21,APAC,Mid-Market,Analytics,1031.52,5,5,4.7,2,6.2,0
2026-08-17,North America,SMB,Analytics,11696.1,5,2,3.7,2,2.0,1
2026-08-06,Europe,SMB,Operations,14478.0,10,2,4.4,1,5.9,0
2026-08-29,Europe,SMB,AI Suite,5702.54,4,4,3.1,1,5.1,0
2026-04-10,APAC,SMB,Analytics,7310.28,8,1,2.6,2,2.1,1
2026-04-07,Europe,SMB,Operations,9978.29,6,5,4.1,0,6.7,1
2026-04-01,LATAM,Enterprise,Analytics,12349.93,6,4,4.5,0,6.5,0
2026-01-20,Europe,Mid-Market,AI Suite,7960.85,5,2,2.9,0,5.0,0
2026-07-04,North America,Enterprise,Platform,2143.41,8,4,3.0,1,8.1,1
2026-02-02,North America,Enterprise,AI Suite,8815.55,3,2,4.1,0,10.8,0
2026-08-25,North America,Enterprise,Operations,3110.54,7,5,4.9,0,10.7,1
2026-06-05,APAC,Enterprise,AI Suite,14895.25,8,2,3.0,3,7.6,0
2026-08-25,Europe,SMB,Operations,7075.32,10,1,3.1,3,2.5,0
2026-07-31,North America,Mid-Market,Analytics,2668.64,2,2,3.7,0,10.7,0
2026-08-19,Europe,Mid-Market,Operations,9250.38,1,4,3.8,0,10.6,1
2026-03-31,North America,Mid-Market,Operations,9041.2,10,1,3.6,2,6.2,0
2026-03-07,APAC,Mid-Market,AI Suite,3240.8,1,5,3.8,0,5.1,0
2026-01-28,APAC,SMB,Operations,2744.29,10,3,3.2,4,5.7,1
2026-07-13,APAC,Mid-Market,AI Suite,3453.56,9,5,3.7,2,7.2,1
2026-07-18,North America,Enterprise,Operations,10729.67,3,1,4.4,1,9.6,0
2026-07-21,North America,Enterprise,Operations,5407.35,9,5,4.2,0,2.8,0
2026-08-26,LATAM,Mid-Market,AI Suite,9203.56,2,1,3.2,1,1.9,0
2026-07-02,Europe,Enterprise,Analytics,14471.18,1,2,4.1,0,1.1,1
2026-06-07,APAC,Mid-Market,AI Suite,2957.5,1,3,3.1,0,11.7,0
2026-06-21,APAC,SMB,AI Suite,6229.58,10,2,3.8,5,8.7,0
2026-03-30,North America,Mid-Market,Analytics,14467.67,5,2,4.0,0,6.0,1
2026-04-15,APAC,SMB,Operations,7840.45,9,1,3.8,2,11.4,1
2026-04-07,LATAM,Enterprise,AI Suite,8665.94,4,3,4.9,1,8.5,0
2026-01-18,APAC,Enterprise,AI Suite,6048.76,4,2,4.5,1,11.5,0
2026-01-24,Europe,SMB,AI Suite,6284.49,6,1,3.9,1,6.2,1
2026-02-16,Europe,Enterprise,Analytics,14233.21,4,4,4.3,0,9.1,1
2026-08-02,LATAM,SMB,Platform,4120.58,10,3,2.9,0,2.3,0
2026-07-15,LATAM,Enterprise,AI Suite,12927.8,1,4,3.4,0,6.4,1
2026-04-12,APAC,Mid-Market,Analytics,3720.35,10,2,2.6,3,6.3,0
2026-04-28,LATAM,SMB,Platform,14659.35,9,4,3.3,0,1.1,0
2026-03-25,APAC,Enterprise,Operations,5743.23,5,2,3.9,0,4.0,1
2026-04-19,Europe,Enterprise,AI Suite,3552.72,6,3,4.6,2,6.0,0
2026-07-25,Europe,Mid-Market,Operations,3919.18,7,4,3.0,1,6.2,0
2026-02-04,LATAM,Enterprise,Analytics,14935.65,9,5,4.3,3,4.3,0
2026-01-16,APAC,Mid-Market,AI Suite,3624.28,5,4,4.6,0,5.9,1
2026-05-24,Europe,Mid-Market,AI Suite,8583.63,5,3,2.5,0,4.9,0
2026-03-25,Europe,Enterprise,AI Suite,10261.3,8,4,4.7,3,7.8,1
2026-04-18,Europe,Mid-Market,AI Suite,9653.46,10,4,4.6,0,1.9,1
2026-06-17,LATAM,Mid-Market,Analytics,4724.67,5,5,4.1,1,10.8,1
2026-02-17,North America,Enterprise,Platform,12886.07,3,2,4.2,0,3.3,1
2026-08-28,North America,Mid-Market,Analytics,13241.02,9,1,2.6,3,6.8,0
2026-01-22,Europe,SMB,Analytics,9995.07,7,3,3.1,2,5.9,0
2026-01-08,LATAM,Enterprise,Analytics,1009.75,6,3,4.7,3,11.7,1
2026-06-01,LATAM,SMB,Analytics,9164.97,10,4,3.8,5,6.9,1
2026-07-26,Europe,Mid-Market,AI Suite,1798.53,5,3,3.5,0,4.3,0
2026-05-01,North America,SMB,AI Suite,8258.93,8,4,3.2,3,9.8,0
2026-02-18,LATAM,Enterprise,AI Suite,6470.17,9,4,3.5,1,8.9,1
2026-01-21,APAC,SMB,AI Suite,6622.47,4,5,4.4,2,9.9,1
2026-04-16,APAC,SMB,Operations,3226.01,2,2,2.8,0,8.0,1
2026-02-18,APAC,Mid-Market,Analytics,5149.33,3,1,4.9,0,3.0,0
2026-07-03,LATAM,Mid-Market,Operations,6857.04,1,2,2.7,0,6.4,1
2026-04-06,North America,SMB,Operations,7223.42,1,3,2.7,0,1.6,1
2026-02-16,LATAM,Mid-Market,Analytics,3286.79,5,4,4.6,0,11.7,0
2026-07-08,LATAM,Mid-Market,AI Suite,14920.76,4,4,4.3,0,6.7,0
2026-08-28,Europe,Mid-Market,Platform,5184.42,1,5,3.8,0,6.3,1
2026-08-10,North America,Mid-Market,Analytics,10167.07,2,2,4.1,1,1.2,1
2026-01-03,Europe,Enterprise,Operations,14548.11,10,4,4.2,1,5.1,0
2026-01-24,Europe,Mid-Market,Analytics,10446.2,6,1,2.6,1,8.7,0
2026-03-23,Europe,Mid-Market,Platform,14734.3,6,4,4.3,0,8.6,1
2026-05-05,APAC,Mid-Market,Operations,10746.08,9,3,3.9,3,3.1,0
2026-03-12,APAC,SMB,AI Suite,13081.1,10,5,2.9,4,2.7,1
2026-04-27,Europe,Mid-Market,Platform,510.44,9,4,4.3,0,7.8,1
2026-06-18,APAC,Mid-Market,Operations,14523.87,7,2,3.8,3,9.4,0
2026-06-14,Europe,Enterprise,Analytics,5169.35,2,5,4.1,0,10.2,0
2026-01-28,North America,Mid-Market,Analytics,7537.87,2,1,3.9,1,8.2,1
2026-06-05,APAC,SMB,Operations,10908.76,1,2,4.1,0,6.1,0
2026-07-30,North America,Enterprise,Platform,5851.5,1,5,3.2,0,9.1,1
2026-01-26,LATAM,SMB,Platform,11014.99,9,4,3.0,4,8.2,0
2026-07-16,Europe,SMB,Operations,9760.05,6,4,4.3,3,10.7,0
2026-05-10,APAC,Mid-Market,Operations,5393.94,3,5,5.0,1,11.3,1
2026-07-15,APAC,Mid-Market,Operations,9681.99,6,5,3.1,1,5.1,1
2026-04-12,North America,Mid-Market,Analytics,502.84,1,3,4.0,0,11.9,1
2026-02-24,APAC,Enterprise,Analytics,12907.95,1,3,4.8,0,2.0,1
2026-03-09,Europe,SMB,Platform,5822.7,10,2,3.1,2,2.0,1
2026-07-05,APAC,Enterprise,Operations,5208.03,8,2,3.7,4,10.0,0
2026-01-21,Europe,SMB,Platform,11811.77,6,3,4.7,3,5.6,0
2026-06-12,APAC,SMB,Analytics,11772.57,7,1,3.3,0,4.5,0
2026-02-09,LATAM,Enterprise,Analytics,1232.54,7,4,4.4,0,3.4,1
2026-03-28,Europe,Enterprise,Operations,1696.9,10,1,3.9,2,1.9,1
2026-05-24,LATAM,Mid-Market,Platform,3372.57,7,5,3.0,1,3.7,1
2026-01-29,APAC,Enterprise,AI Suite,10240.34,7,3,3.4,2,4.8,0
2026-06-07,Europe,SMB,AI Suite,12412.97,8,5,2.9,0,11.2,0
2026-02-09,APAC,Enterprise,AI Suite,11487.14,2,1,4.3,0,11.4,0
2026-06-27,Europe,SMB,AI Suite,12162.07,5,4,3.7,1,3.3,0
2026-05-21,APAC,Enterprise,AI Suite,7503.88,3,1,3.4,0,3.8,0
2026-01-14,North America,Enterprise,AI Suite,7241.93,1,1,3.5,0,8.3,1
2026-08-11,North America,Enterprise,Analytics,13309.33,7,2,4.9,0,10.9,1
2026-05-09,LATAM,SMB,Analytics,14518.47,9,1,2.6,4,4.4,1
2026-01-05,North America,SMB,AI Suite,5528.31,6,3,4.1,1,12.0,1
2026-08-13,Europe,Enterprise,Operations,6113.97,1,5,4.9,0,2.7,1
2026-05-14,APAC,Mid-Market,Analytics,14428.78,10,2,3.5,4,2.7,1
2026-02-22,Europe,Mid-Market,Analytics,9960.85,10,5,4.2,1,10.5,1
2026-06-17,North America,Mid-Market,Operations,14028.93,3,3,2.7,0,3.0,0
2026-04-16,APAC,SMB,Analytics,4898.55,5,2,4.4,0,2.4,0
2026-06-02,APAC,Enterprise,Operations,3866.65,1,3,2.7,0,2.5,1
2026-05-06,APAC,Mid-Market,Analytics,7370.78,3,2,3.1,1,9.4,0
2026-07-10,APAC,Mid-Market,Analytics,10234.42,4,2,2.7,1,10.5,1
2026-04-20,North America,SMB,Platform,6370.57,1,5,4.3,0,8.9,1
2026-04-26,LATAM,SMB,Platform,7125.06,1,2,3.8,0,11.8,0
